Thành_Phố,Thành_Phố_Encoded,Quận_Huyện,Quận_Huyện_Encoded,Giá_Cho_Thuê,Log_Giá,Diện_Tích_m2,Log_Diện_Tích,Máy_Lạnh,Nóng_Lạnh,Thang_Máy,Tủ_Lạnh,Máy_Giặt,Đầy_Đủ_Nội_Thất,Có_Gác_Lửng,Bảo_Vệ_An_Ninh,Giờ_Tự_Do,Không_Chung_Chủ
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,4.5,1.7047480922384253,25.0,3.258096538021482,1,1,0,1,0,0,0,1,0,0
Hồ Chí Minh,3.468012872413793,Tân Phú,3.113235294117647,3.6,1.5260563034950492,30.0,3.4339872044851463,1,0,0,0,1,1,0,1,1,0
Hồ Chí Minh,3.468012872413793,11,3.457142857142857,5.2,1.824549292051046,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,3,3.3975,2.0,1.0986122886681098,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,4.1,1.62924053973028,38.0,3.6635616461296463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Tân,3.0639999999999996,2.8,1.33500106673234,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.7,1.547562508716013,30.0,3.4339872044851463,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,1.5,0.9162907318741551,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,1.2,0.7884573603642702,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,1.7,0.9932517730102833,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,1.6,0.9555114450274363,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,1.5,0.9162907318741551,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,3.8,1.5686159179138452,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,2,4.977777777777778,4.9,1.7749523509116738,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.4,1.4816045409242156,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,2.8,1.33500106673234,20.0,3.044522437723423,0,0,0,0,0,0,1,1,0,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.9,1.3609765531356006,29.0,3.4011973816621555,1,0,0,0,1,0,0,0,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,0.0024,0.0023971245997214934,22.0,3.1354942159291497,1,1,0,0,1,1,0,0,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.3,1.1939224684724346,28.0,3.367295829986474,1,0,0,0,1,0,0,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,0.0024,0.0023971245997214934,29.0,3.4011973816621555,1,1,0,0,0,0,0,0,0,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.6,1.2809338454620642,27.0,3.332204510175204,1,0,0,0,0,0,0,1,0,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,6.0,1.9459101490553132,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,8,2.9950049499999998,5.2,1.824549292051046,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,5,3.7526315789473683,5.5,1.8718021769015913,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,4.0,1.6094379124341003,30.0,3.4339872044851463,1,1,1,1,1,1,0,0,0,0
Hồ Chí Minh,3.468012872413793,4,2.93,5.0,1.791759469228055,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,10,3.5974358974358975,2.1,1.1314021114911006,13.0,2.6390573296152584,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,5.0,1.791759469228055,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,10,3.5974358974358975,4.7,1.7404661748405046,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.2,1.824549292051046,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,2.8,1.33500106673234,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Không rõ,3.012903225806452,0.9,0.6418538861723948,35.0,3.58351893845611,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.5,1.5040773967762742,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.6,1.2809338454620642,29.0,3.4011973816621555,1,0,0,0,1,0,0,1,0,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.3,1.1939224684724346,31.0,3.4657359027997265,0,1,0,0,0,1,0,1,1,0
Hồ Chí Minh,3.468012872413793,10,3.5974358974358975,4.5,1.7047480922384253,31.0,3.4657359027997265,1,0,0,0,0,0,0,0,0,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.9,1.589235205116581,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,12,3.1288135593220336,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,12,3.1288135593220336,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Phú,3.113235294117647,4.1,1.62924053973028,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.5,1.5040773967762742,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.5,1.5040773967762742,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,8,2.9950049499999998,3.2,1.4350845252893227,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,2,4.977777777777778,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,3,3.3975,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,6.0,1.9459101490553132,36.0,3.6109179126442243,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.5,1.8718021769015913,36.0,3.6109179126442243,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.9,1.7749523509116738,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.2,1.4350845252893227,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,3.3,1.4586150226995167,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.5,1.7047480922384253,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,5.0,1.791759469228055,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,3.8,1.5686159179138452,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,4.5,1.7047480922384253,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.2,1.4350845252893227,27.0,3.332204510175204,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,2,4.977777777777778,4.7,1.7404661748405046,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.9,1.589235205116581,22.0,3.1354942159291497,0,0,1,0,0,1,0,0,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,1.3,0.832909122935104,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,4.2,1.6486586255873816,20.0,3.044522437723423,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,8,2.9950049499999998,1.6,0.9555114450274363,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,3,3.3975,1.8,1.0296194171811581,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,6.5,2.0149030205422647,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,1.3,0.832909122935104,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.6,1.7227665977411035,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.4,1.2237754316221157,27.0,3.332204510175204,1,0,0,0,1,1,0,0,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,0.0025,0.002496880198587199,26.0,3.295836866004329,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.4,1.2237754316221157,28.0,3.367295829986474,0,0,0,0,0,1,0,1,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.4,1.2237754316221157,28.0,3.367295829986474,1,0,0,0,1,0,0,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Tân,3.0639999999999996,3.4,1.4816045409242156,24.0,3.2188758248682006,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,4.5,1.7047480922384253,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.5,1.8718021769015913,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,4.0,1.6094379124341003,27.0,3.332204510175204,1,0,0,0,0,0,0,1,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,1.3,0.832909122935104,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,4.3,1.667706820558076,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,1.7,0.9932517730102833,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,1.3,0.832909122935104,40.0,3.713572066704308,1,0,0,1,1,0,0,1,1,0
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.9,1.589235205116581,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.4,1.4816045409242156,35.0,3.58351893845611,0,0,0,0,1,1,0,0,1,0
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.2,1.6486586255873816,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.7,1.547562508716013,22.0,3.1354942159291497,1,0,1,1,0,1,0,1,0,0
Hồ Chí Minh,3.468012872413793,8,2.9950049499999998,3.0,1.3862943611198906,15.0,2.772588722239781,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,1.6,0.9555114450274363,36.0,3.6109179126442243,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.3,1.1939224684724346,22.0,3.1354942159291497,1,0,0,0,1,1,0,1,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.5,1.252762968495368,27.0,3.332204510175204,1,0,0,0,1,0,0,0,1,0
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.8,1.5686159179138452,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.8,1.916922612182061,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.9,1.9315214116032138,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Tân,3.0639999999999996,3.0,1.3862943611198906,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,6,3.8000000000000003,4.3,1.667706820558076,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Phú,3.113235294117647,3.3,1.4586150226995167,30.0,3.4339872044851463,1,0,0,0,1,0,0,1,1,1
Hồ Chí Minh,3.468012872413793,6,3.8000000000000003,3.0,1.3862943611198906,30.0,3.4339872044851463,1,0,1,0,1,0,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.3,1.4586150226995167,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,6.5,2.0149030205422647,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,4.3,1.667706820558076,25.0,3.258096538021482,1,0,1,0,0,1,0,1,0,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,4.0,1.6094379124341003,45.0,3.828641396489095,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Không rõ,3.012903225806452,3.5,1.5040773967762742,15.0,2.772588722239781,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,3.6,1.5260563034950492,25.0,3.258096538021482,1,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,3.0,1.3862943611198906,20.0,3.044522437723423,1,1,1,0,0,1,0,1,0,0
Hồ Chí Minh,3.468012872413793,Hóc Môn,2.8000000000000003,1.9,1.0647107369924282,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,4.6,1.7227665977411035,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.5,1.5040773967762742,20.0,3.044522437723423,1,0,0,0,0,0,0,0,1,0
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,3.2,1.4350845252893227,20.0,3.044522437723423,1,0,0,1,0,0,0,0,1,0
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,2.0,1.0986122886681098,10.0,2.3978952727983707,0,1,1,1,1,0,0,0,0,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,3.5,1.5040773967762742,25.0,3.258096538021482,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,3.8,1.5686159179138452,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,10,3.5974358974358975,4.7,1.7404661748405046,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,2.8,1.33500106673234,25.0,3.258096538021482,0,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,3.468012872413793,Tân Phú,3.113235294117647,3.0,1.3862943611198906,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,4.2,1.6486586255873816,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.6,1.8870696490323797,42.0,3.7612001156935624,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Phú,3.113235294117647,3.0,1.3862943611198906,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,4.0,1.6094379124341003,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.2,1.6486586255873816,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Phú,3.113235294117647,3.7,1.547562508716013,25.0,3.258096538021482,1,0,0,0,1,0,0,1,1,0
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,6.0,1.9459101490553132,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,3.7,1.547562508716013,27.0,3.332204510175204,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,3.9,1.589235205116581,30.0,3.4339872044851463,0,0,0,0,1,0,0,1,0,0
Hồ Chí Minh,3.468012872413793,2,4.977777777777778,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,2,4.977777777777778,5.5,1.8718021769015913,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.0,1.6094379124341003,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Phú,3.113235294117647,3.6,1.5260563034950492,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,3.5,1.5040773967762742,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,5.8,1.916922612182061,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,5,3.7526315789473683,2.5,1.252762968495368,10.0,2.3978952727983707,0,0,0,0,0,0,0,1,0,0
Hồ Chí Minh,3.468012872413793,5,3.7526315789473683,4.8,1.7578579175523736,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Không rõ,3.012903225806452,4.5,1.7047480922384253,32.0,3.4965075614664802,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,1.6,0.9555114450274363,40.0,3.713572066704308,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,5.8,1.916922612182061,28.0,3.367295829986474,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,10,3.5974358974358975,2.2,1.1631508098056809,10.0,2.3978952727983707,0,0,0,0,1,0,0,1,1,0
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,2.3,1.1939224684724346,10.0,2.3978952727983707,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,2.0,1.0986122886681098,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,3,3.3975,1.7,0.9932517730102833,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,2.5,1.252762968495368,20.0,3.044522437723423,0,0,0,0,0,0,1,0,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,2.4,1.2237754316221157,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,2.0,1.0986122886681098,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,2.4,1.2237754316221157,16.0,2.833213344056216,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,2.5,1.252762968495368,20.0,3.044522437723423,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.8,1.7578579175523736,39.0,3.6888794541139363,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,6.0,1.9459101490553132,34.0,3.5553480614894135,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,6.0,1.9459101490553132,38.0,3.6635616461296463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,6.0,1.9459101490553132,34.0,3.5553480614894135,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.0,1.791759469228055,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,5.2,1.824549292051046,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,4.5,1.7047480922384253,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,4.5,1.7047480922384253,45.0,3.828641396489095,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,5.3,1.840549633397487,35.0,3.58351893845611,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,3,3.3975,2.8,1.33500106673234,15.0,2.772588722239781,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,7,3.340697674418605,4.0,1.6094379124341003,30.0,3.4339872044851463,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.3,1.840549633397487,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,5.8,1.916922612182061,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.8,1.916922612182061,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.8,1.916922612182061,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.9,1.9315214116032138,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Phú Nhuận,4.141935483870968,6.2,1.9740810260220096,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.7,1.9021075263969205,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Gò Vấp,2.931696825396825,2.7,1.308332819650179,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Không rõ,3.012903225806452,2.3,1.1939224684724346,22.0,3.1354942159291497,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,8,2.9950049499999998,3.0,1.3862943611198906,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,3.5,1.5040773967762742,15.0,2.772588722239781,0,0,0,0,0,0,1,0,0,0
Hồ Chí Minh,3.468012872413793,8,2.9950049499999998,4.2,1.6486586255873816,18.0,2.9444389791664403,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,4.0,1.6094379124341003,25.0,3.258096538021482,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,4.2,1.6486586255873816,25.0,3.258096538021482,0,0,1,0,1,1,0,1,1,1
Hồ Chí Minh,3.468012872413793,1,4.306896551724138,1.3,0.832909122935104,35.0,3.58351893845611,1,1,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Nhà Bè,3.3666666666666667,3.1,1.410986973710262,17.0,2.8903717578961645,1,1,1,1,1,1,0,0,0,1
Hồ Chí Minh,3.468012872413793,12,3.1288135593220336,1.4,0.8754687373538999,45.0,3.828641396489095,1,0,0,1,1,0,0,0,0,1
Hồ Chí Minh,3.468012872413793,Tân Bình,3.6044444444444443,5.1,1.8082887711792655,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,3.4,1.4816045409242156,20.0,3.044522437723423,0,0,0,0,0,0,1,1,1,0
Hồ Chí Minh,3.468012872413793,9,2.5606661971830986,3.8,1.5686159179138452,25.0,3.258096538021482,1,0,0,1,0,1,1,1,0,0
Hồ Chí Minh,3.468012872413793,Không rõ,3.012903225806452,3.8,1.5686159179138452,25.0,3.258096538021482,0,0,1,0,0,1,0,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,6.0,1.9459101490553132,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,Bình Thạnh,4.462426470588235,5.5,1.8718021769015913,35.0,3.58351893845611,1,0,1,1,1,1,1,1,1,1
Hồ Chí Minh,3.468012872413793,11,3.457142857142857,4.3,1.667706820558076,30.0,3.4339872044851463,1,0,1,1,1,1,1,1,1,1
